round,supplier,retailer,final_price,final_volume
3,Supplier2,Retailer6,100.0,2500.0
3,Supplier2,Retailer7,100.0,2500.0
3,Supplier2,Retailer8,105.0,1200.0
3,Supplier2,Retailer10,110.0,1700.0
6,Supplier1,Retailer7,102.0,5000.0
7,Supplier1,Retailer5,108.0,2000.0
8,Supplier1,Retailer3,104.0,734.0
2,Supplier2,Retailer1,105.0,2200.0
2,Supplier3,Retailer1,95.0,2200.0
3,Supplier1,Retailer3,102.0,1600.0
3,Supplier3,Retailer3,104.0,1400.0
3,Supplier1,Retailer5,80.0,1800.0
3,Supplier3,Retailer8,104.0,1100.0
3,Supplier1,Retailer9,100.0,1800.0
3,Supplier2,Retailer10,105.0,1000.0
4,Supplier3,Retailer5,95.0,1800.0
4,Supplier2,Retailer6,105.0,1800.0
4,Supplier3,Retailer6,100.0,2000.0
4,Supplier1,Retailer8,104.0,1300.0
4,Supplier1,Retailer10,110.0,1500.0
4,Supplier3,Retailer10,105.0,1000.0
5,Supplier1,Retailer4,108.0,1800.0
5,Supplier1,Retailer6,STOCK_EXCEEDED,FAIL
5,Supplier1,Retailer7,STOCK_EXCEEDED,FAIL
5,Supplier2,Retailer8,105.0,1000.0
5,Supplier2,Retailer9,100.0,1500.0
6,Supplier2,Retailer4,108.0,1700.0
6,Supplier3,Retailer4,STOCK_EXCEEDED,FAIL
6,Supplier2,Retailer7,108.0,609.0
6,Supplier3,Retailer7,105.0,344.0
2,Supplier3,Retailer1,105.0,1800.0
2,Supplier3,Retailer2,100.0,1400.0
2,Supplier3,Retailer3,50.0,1500.0
2,Supplier1,Retailer4,100.0,2000.0
2,Supplier3,Retailer7,103.0,5000.0
2,Supplier3,Retailer8,105.0,200.0
3,Supplier2,Retailer1,102.0,1600.0
3,Supplier2,Retailer2,105.0,1200.0
3,Supplier1,Retailer3,100.0,2500.0
3,Supplier2,Retailer3,100.0,2500.0
3,Supplier2,Retailer6,75.0,1000.0
3,Supplier2,Retailer9,98.0,3000.0
4,Supplier2,Retailer7,STOCK_EXCEEDED,FAIL
4,Supplier1,Retailer9,98.0,3000.0
5,Supplier1,Retailer5,110.0,1200.0
5,Supplier1,Retailer7,105.0,1146.0
9,Supplier2,Retailer8,108.0,582.0
2,Supplier3,Retailer1,105.0,1500.0
2,Supplier1,Retailer4,110.0,2000.0
2,Supplier2,Retailer5,100.0,1400.0
2,Supplier1,Retailer8,101.0,2000.0
2,Supplier1,Retailer10,105.0,2500.0
2,Supplier3,Retailer10,105.0,2500.0
3,Supplier2,Retailer4,108.0,2500.0
3,Supplier3,Retailer4,108.0,2500.0
3,Supplier2,Retailer6,105.0,1700.0
3,Supplier3,Retailer6,100.0,1700.0
3,Supplier2,Retailer7,100.0,2000.0
3,Supplier3,Retailer7,95.0,1700.0
3,Supplier2,Retailer10,105.0,2300.0
5,Supplier1,Retailer7,100.0,2400.0
7,Supplier1,Retailer1,115.0,956.0
2,Supplier3,Retailer1,100.0,1800.0
2,Supplier1,Retailer2,100.0,2000.0
2,Supplier1,Retailer4,108.0,2400.0
2,Supplier3,Retailer5,105.0,1600.0
2,Supplier2,Retailer7,105.0,1800.0
3,Supplier2,Retailer1,100.0,1800.0
3,Supplier3,Retailer2,85.0,1600.0
3,Supplier1,Retailer3,108.0,2000.0
3,Supplier2,Retailer3,105.0,3000.0
3,Supplier1,Retailer5,105.0,1600.0
3,Supplier3,Retailer7,105.0,1600.0
3,Supplier1,Retailer10,100.0,1000.0
4,Supplier3,Retailer3,105.0,3000.0
4,Supplier3,Retailer4,110.0,267.0
4,Supplier1,Retailer9,STOCK_EXCEEDED,FAIL
4,Supplier2,Retailer9,105.0,1900.0
5,Supplier2,Retailer2,100.0,1367.0
7,Supplier1,Retailer1,STOCK_EXCEEDED,FAIL
7,Supplier1,Retailer7,95.0,882.0
1,Supplier2,Retailer4,108.0,1800.0
2,Supplier2,Retailer2,110.0,1200.0
2,Supplier2,Retailer3,103.0,2400.0
2,Supplier3,Retailer3,100.0,2400.0
2,Supplier3,Retailer5,108.0,1300.0
2,Supplier3,Retailer6,110.0,1600.0
2,Supplier1,Retailer10,102.0,1800.0
2,Supplier2,Retailer10,102.0,1800.0
3,Supplier1,Retailer1,100.0,1600.0
3,Supplier2,Retailer1,105.0,1200.0
3,Supplier3,Retailer1,105.0,1400.0
3,Supplier1,Retailer2,105.0,1800.0
3,Supplier3,Retailer2,105.0,1800.0
3,Supplier1,Retailer4,100.0,1800.0
3,Supplier2,Retailer5,103.0,1500.0
3,Supplier2,Retailer7,103.0,18.0
3,Supplier3,Retailer9,104.0,1400.0
4,Supplier1,Retailer5,108.0,1300.0
4,Supplier1,Retailer6,110.0,1571.0
2,Supplier2,Retailer3,100.0,2500.0
2,Supplier1,Retailer6,100.0,1000.0
2,Supplier2,Retailer8,105.0,1500.0
2,Supplier3,Retailer8,105.0,1500.0
2,Supplier3,Retailer9,100.0,3200.0
2,Supplier1,Retailer10,100.0,1800.0
3,Supplier2,Retailer1,110.0,1500.0
3,Supplier1,Retailer2,100.0,800.0
3,Supplier2,Retailer2,106.0,2000.0
3,Supplier1,Retailer4,100.0,1800.0
3,Supplier3,Retailer4,45.0,1800.0
3,Supplier1,Retailer5,100.0,1600.0
3,Supplier2,Retailer5,105.0,1300.0
3,Supplier2,Retailer6,95.0,1100.0
3,Supplier1,Retailer7,99.0,1000.0
4,Supplier1,Retailer1,110.0,1400.0
4,Supplier1,Retailer8,102.0,481.0
6,Supplier3,Retailer1,109.0,1800.0
7,Supplier3,Retailer5,105.0,1400.0
8,Supplier3,Retailer2,115.0,130.0
2,Supplier1,Retailer2,100.0,1200.0
2,Supplier2,Retailer3,108.0,1300.0
2,Supplier1,Retailer4,100.0,1200.0
2,Supplier3,Retailer5,108.0,1800.0
2,Supplier1,Retailer7,100.0,1500.0
2,Supplier3,Retailer10,108.0,2500.0
3,Supplier3,Retailer2,106.0,1600.0
3,Supplier3,Retailer3,95.0,1200.0
3,Supplier1,Retailer5,108.0,1800.0
3,Supplier1,Retailer6,107.0,1800.0
3,Supplier2,Retailer6,105.0,1800.0
3,Supplier2,Retailer7,102.0,1800.0
3,Supplier1,Retailer9,95.0,2400.0
4,Supplier2,Retailer10,108.0,2800.0
5,Supplier2,Retailer4,108.0,1200.0
5,Supplier2,Retailer5,105.0,950.0
5,Supplier3,Retailer9,110.0,1800.0
6,Supplier3,Retailer4,108.0,962.0
2,Supplier1,Retailer5,105.0,1800.0
2,Supplier3,Retailer5,106.0,1800.0
2,Supplier2,Retailer6,101.0,1300.0
2,Supplier3,Retailer8,106.0,2200.0
2,Supplier2,Retailer9,105.0,800.0
2,Supplier3,Retailer9,105.0,800.0
3,Supplier1,Retailer3,105.0,1600.0
3,Supplier2,Retailer5,106.0,1800.0
3,Supplier3,Retailer7,100.0,3000.0
3,Supplier1,Retailer8,106.0,2200.0
3,Supplier2,Retailer8,101.0,2000.0
4,Supplier2,Retailer3,108.0,1800.0
4,Supplier3,Retailer10,109.0,2000.0
5,Supplier3,Retailer1,112.0,79.0
5,Supplier1,Retailer2,108.0,1800.0
5,Supplier1,Retailer9,95.0,640.0
7,Supplier1,Retailer1,112.0,79.0
7,Supplier1,Retailer4,98.0,1719.0
9,Supplier2,Retailer2,107.0,1600.0
9,Supplier2,Retailer4,98.0,516.0
1,Supplier1,Retailer1,100.0,2000.0
1,Supplier2,Retailer5,105.0,1800.0
2,Supplier3,Retailer2,105.0,1800.0
2,Supplier1,Retailer3,100.0,2200.0
2,Supplier3,Retailer5,100.0,1500.0
2,Supplier1,Retailer7,95.0,1200.0
2,Supplier1,Retailer8,105.0,2000.0
2,Supplier3,Retailer10,107.0,1600.0
3,Supplier2,Retailer2,102.0,1800.0
3,Supplier3,Retailer3,110.0,1800.0
3,Supplier1,Retailer4,95.0,2000.0
3,Supplier1,Retailer5,100.0,520.0
3,Supplier3,Retailer8,110.0,1800.0
3,Supplier2,Retailer9,107.0,1900.0
3,Supplier3,Retailer9,108.0,1400.0
3,Supplier2,Retailer10,107.0,1700.0
5,Supplier2,Retailer1,108.0,2000.0
5,Supplier2,Retailer7,108.0,690.0
2,Supplier1,Retailer2,100.0,1900.0
2,Supplier3,Retailer2,105.0,2200.0
2,Supplier1,Retailer5,105.0,1200.0
2,Supplier2,Retailer5,100.0,2000.0
2,Supplier1,Retailer9,100.0,2500.0
2,Supplier3,Retailer9,95.0,2500.0
3,Supplier1,Retailer3,105.0,2200.0
3,Supplier3,Retailer5,109.0,1200.0
3,Supplier2,Retailer6,100.0,1500.0
3,Supplier1,Retailer7,100.0,2000.0
3,Supplier2,Retailer7,100.0,2000.0
3,Supplier2,Retailer8,100.0,4000.0
3,Supplier1,Retailer10,108.0,100.0
3,Supplier2,Retailer10,108.0,100.0
4,Supplier3,Retailer1,108.0,1400.0
4,Supplier2,Retailer4,110.0,297.0
4,Supplier3,Retailer4,100.0,1600.0
4,Supplier3,Retailer7,105.0,960.0
1,Supplier2,Retailer1,105.0,1200.0
2,Supplier3,Retailer1,104.0,1600.0
2,Supplier1,Retailer2,100.0,2500.0
2,Supplier3,Retailer4,104.0,1400.0
2,Supplier1,Retailer5,110.0,2200.0
2,Supplier3,Retailer6,50.0,1200.0
2,Supplier3,Retailer7,50.0,1500.0
2,Supplier2,Retailer10,105.0,2000.0
3,Supplier2,Retailer4,101.0,1400.0
3,Supplier2,Retailer5,108.0,2000.0
3,Supplier3,Retailer5,110.0,2000.0
3,Supplier1,Retailer8,95.0,900.0
3,Supplier1,Retailer9,97.0,2000.0
3,Supplier1,Retailer10,108.0,1800.0
4,Supplier2,Retailer2,108.0,2300.0
4,Supplier3,Retailer2,109.0,2178.0
4,Supplier1,Retailer4,0.0,0.0
4,Supplier1,Retailer6,100.0,495.0
5,Supplier2,Retailer3,110.0,978.0
2,Supplier2,Retailer10,105.0,1300.0
2,Supplier3,Retailer10,100.0,1500.0
3,Supplier1,Retailer5,105.0,1000.0
3,Supplier2,Retailer5,100.0,1000.0
3,Supplier1,Retailer6,105.0,1500.0
3,Supplier2,Retailer6,105.0,1800.0
3,Supplier1,Retailer10,105.0,1300.0
4,Supplier1,Retailer2,108.0,3000.0
4,Supplier3,Retailer5,100.0,800.0
4,Supplier2,Retailer8,105.0,1200.0
5,Supplier1,Retailer1,105.0,2000.0
5,Supplier1,Retailer7,105.0,1039.0
5,Supplier2,Retailer7,101.0,1600.0
5,Supplier3,Retailer8,100.0,3000.0
6,Supplier3,Retailer1,95.0,990.0
7,Supplier3,Retailer4,105.0,1600.0
7,Supplier3,Retailer7,105.0,1400.0
8,Supplier3,Retailer3,STOCK_EXCEEDED,FAIL
8,Supplier2,Retailer4,105.0,1600.0
9,Supplier2,Retailer1,100.0,1200.0
9,Supplier2,Retailer3,STOCK_EXCEEDED,FAIL
9,Supplier3,Retailer6,110.0,475.0
9,Supplier2,Retailer9,90.0,82.0
2,Supplier1,Retailer1,100.0,1500.0
2,Supplier2,Retailer3,105.0,1800.0
2,Supplier3,Retailer5,104.0,1500.0
2,Supplier1,Retailer6,110.0,2500.0
2,Supplier3,Retailer6,110.0,2000.0
2,Supplier3,Retailer7,110.0,3000.0
2,Supplier3,Retailer8,109.0,1400.0
2,Supplier3,Retailer9,100.0,1600.0
2,Supplier1,Retailer10,104.0,1200.0
2,Supplier2,Retailer10,104.0,1200.0
3,Supplier2,Retailer1,105.0,1600.0
3,Supplier3,Retailer3,110.0,400.0
3,Supplier2,Retailer5,105.0,1300.0
3,Supplier2,Retailer6,108.0,2200.0
3,Supplier2,Retailer7,110.0,1800.0
4,Supplier1,Retailer2,100.0,400.0
4,Supplier1,Retailer5,104.0,1500.0
4,Supplier1,Retailer7,100.0,2000.0
5,Supplier1,Retailer4,100.0,753.0
2,Supplier3,Retailer2,99.0,2000.0
2,Supplier2,Retailer9,108.0,2700.0
2,Supplier3,Retailer9,110.0,2500.0
2,Supplier2,Retailer10,105.0,2500.0
2,Supplier3,Retailer10,45.0,2000.0
3,Supplier1,Retailer1,105.0,1600.0
3,Supplier2,Retailer1,100.0,1600.0
3,Supplier3,Retailer1,106.0,1600.0
3,Supplier2,Retailer2,95.0,1500.0
3,Supplier1,Retailer3,105.0,2200.0
3,Supplier2,Retailer3,100.0,1600.0
3,Supplier3,Retailer6,108.0,1800.0
5,Supplier1,Retailer9,105.0,2000.0
6,Supplier1,Retailer5,110.0,2600.0
6,Supplier1,Retailer7,107.0,1200.0
6,Supplier1,Retailer8,STOCK_EXCEEDED,FAIL
6,Supplier1,Retailer10,100.0,198.0
2,Supplier1,Retailer1,100.0,1800.0
2,Supplier3,Retailer2,60.0,4000.0
2,Supplier1,Retailer3,108.0,2500.0
2,Supplier2,Retailer3,108.0,1200.0
2,Supplier1,Retailer4,100.0,1100.0
2,Supplier1,Retailer5,100.0,2000.0
2,Supplier3,Retailer6,100.0,850.0
2,Supplier3,Retailer7,105.0,2000.0
2,Supplier1,Retailer10,100.0,2500.0
2,Supplier3,Retailer10,105.0,1800.0
3,Supplier3,Retailer1,90.0,1000.0
3,Supplier3,Retailer3,112.0,250.0
3,Supplier2,Retailer8,108.0,2000.0
3,Supplier2,Retailer9,100.0,1200.0
5,Supplier2,Retailer4,108.0,1100.0
5,Supplier2,Retailer10,108.0,1000.0
2,Supplier3,Retailer4,100.0,2200.0
2,Supplier3,Retailer6,100.0,3000.0
2,Supplier3,Retailer7,107.0,1250.0
2,Supplier1,Retailer9,48.0,1600.0
2,Supplier2,Retailer9,55.0,1500.0
3,Supplier1,Retailer1,100.0,1300.0
3,Supplier1,Retailer3,108.0,1800.0
3,Supplier2,Retailer3,108.0,1800.0
3,Supplier2,Retailer4,55.0,1024.0
3,Supplier3,Retailer8,109.0,2000.0
3,Supplier2,Retailer10,100.0,2000.0
3,Supplier3,Retailer10,100.0,1450.0
4,Supplier2,Retailer1,100.0,1100.0
4,Supplier1,Retailer2,110.0,1500.0
4,Supplier1,Retailer4,100.0,2200.0
4,Supplier1,Retailer7,106.0,1250.0
4,Supplier1,Retailer10,98.0,198.0
5,Supplier2,Retailer6,102.0,1500.0
7,Supplier2,Retailer2,109.0,930.0
