round,supplier,retailer,final_price,final_volume
2,Supplier3,Retailer9,55.0,1200.0
2,Supplier2,Retailer10,50.0,1200.0
3,Supplier2,Retailer2,105.0,1500.0
3,Supplier3,Retailer2,105.0,1500.0
3,Supplier3,Retailer3,110.0,2290.0
3,Supplier1,Retailer9,51.0,1400.0
4,Supplier1,Retailer4,55.0,1824.0
4,Supplier2,Retailer4,70.0,1400.0
4,Supplier2,Retailer5,48.0,880.0
1,Supplier3,Retailer8,50.0,1800.0
2,Supplier1,Retailer2,85.0,1500.0
2,Supplier1,Retailer4,105.0,1000.0
2,Supplier2,Retailer4,100.0,1150.0
2,Supplier2,Retailer5,50.0,1200.0
2,Supplier3,Retailer7,100.0,1300.0
2,Supplier2,Retailer8,50.0,1800.0
2,Supplier3,Retailer9,51.0,1600.0
2,Supplier1,Retailer10,100.0,1200.0
3,Supplier3,Retailer4,104.0,1100.0
3,Supplier1,Retailer5,50.0,1200.0
3,Supplier2,Retailer6,62.0,1500.0
3,Supplier2,Retailer9,51.0,1500.0
3,Supplier2,Retailer10,100.0,1100.0
3,Supplier3,Retailer10,100.0,1100.0
4,Supplier2,Retailer3,53.0,1187.0
4,Supplier3,Retailer5,50.0,1200.0
4,Supplier3,Retailer6,62.0,1355.0
5,Supplier1,Retailer1,100.0,2600.0
5,Supplier1,Retailer3,53.0,1770.0
1,Supplier3,Retailer4,100.0,1200.0
1,Supplier2,Retailer10,52.0,1200.0
2,Supplier1,Retailer1,52.0,1100.0
2,Supplier3,Retailer1,50.0,1700.0
2,Supplier1,Retailer2,54.0,1800.0
2,Supplier2,Retailer2,53.0,1600.0
2,Supplier3,Retailer2,53.0,1600.0
2,Supplier1,Retailer4,52.0,2200.0
2,Supplier2,Retailer4,100.0,1800.0
2,Supplier1,Retailer5,104.0,2400.0
2,Supplier1,Retailer7,52.0,1000.0
2,Supplier2,Retailer8,95.0,1000.0
2,Supplier1,Retailer10,52.0,1000.0
3,Supplier2,Retailer1,50.0,1700.0
3,Supplier3,Retailer3,98.0,1200.0
3,Supplier2,Retailer5,104.0,2260.0
3,Supplier3,Retailer7,50.0,1200.0
3,Supplier3,Retailer10,50.0,2660.0
2,Supplier3,Retailer1,105.0,1500.0
2,Supplier2,Retailer2,105.0,1000.0
2,Supplier1,Retailer3,105.0,1100.0
2,Supplier2,Retailer3,106.0,1200.0
2,Supplier1,Retailer4,52.0,1200.0
2,Supplier3,Retailer4,50.0,1500.0
2,Supplier1,Retailer5,85.0,1200.0
2,Supplier2,Retailer5,90.0,1000.0
2,Supplier3,Retailer5,90.0,1000.0
2,Supplier3,Retailer6,50.0,1200.0
2,Supplier1,Retailer7,45.0,1200.0
2,Supplier3,Retailer7,50.0,1200.0
2,Supplier2,Retailer8,85.0,1300.0
2,Supplier1,Retailer9,50.0,1200.0
2,Supplier2,Retailer9,50.0,1200.0
2,Supplier3,Retailer9,50.0,1200.0
2,Supplier3,Retailer10,50.0,1900.0
3,Supplier1,Retailer1,105.0,960.0
3,Supplier1,Retailer2,60.0,1200.0
3,Supplier1,Retailer6,95.0,1440.0
4,Supplier2,Retailer1,105.0,960.0
4,Supplier2,Retailer7,47.0,1400.0
5,Supplier2,Retailer10,75.0,1250.0
1,Supplier1,Retailer6,55.0,800.0
1,Supplier2,Retailer10,55.0,1200.0
2,Supplier1,Retailer2,95.0,1200.0
2,Supplier2,Retailer2,95.0,1200.0
2,Supplier3,Retailer2,95.0,1200.0
2,Supplier1,Retailer3,85.0,1000.0
2,Supplier1,Retailer5,110.0,1000.0
2,Supplier3,Retailer5,46.0,1500.0
2,Supplier2,Retailer6,50.0,1500.0
2,Supplier3,Retailer6,50.0,1800.0
2,Supplier2,Retailer7,45.0,1000.0
2,Supplier1,Retailer8,56.0,1600.0
2,Supplier3,Retailer9,85.0,1200.0
2,Supplier1,Retailer10,55.0,1200.0
2,Supplier3,Retailer10,46.0,2500.0
3,Supplier2,Retailer1,101.0,4660.0
3,Supplier3,Retailer1,44.0,1300.0
4,Supplier1,Retailer4,105.0,1000.0
5,Supplier1,Retailer9,105.0,1000.0
8,Supplier1,Retailer1,44.0,458.0
1,Supplier2,Retailer6,100.0,1300.0
2,Supplier1,Retailer1,105.0,1500.0
2,Supplier2,Retailer1,52.0,1200.0
2,Supplier2,Retailer2,65.0,1000.0
2,Supplier3,Retailer2,100.0,1200.0
2,Supplier1,Retailer3,105.0,1400.0
2,Supplier2,Retailer4,100.0,2000.0
2,Supplier1,Retailer5,52.0,1400.0
2,Supplier3,Retailer6,105.0,1200.0
2,Supplier1,Retailer7,52.0,1000.0
2,Supplier3,Retailer7,48.0,900.0
2,Supplier1,Retailer8,52.0,1200.0
2,Supplier3,Retailer9,100.0,2500.0
3,Supplier3,Retailer1,110.0,2000.0
3,Supplier1,Retailer2,110.0,1000.0
3,Supplier2,Retailer3,105.0,1400.0
3,Supplier1,Retailer4,90.0,2000.0
3,Supplier2,Retailer5,52.0,2665.0
3,Supplier3,Retailer5,52.0,1700.0
1,Supplier3,Retailer5,45.0,800.0
2,Supplier3,Retailer2,100.0,1600.0
2,Supplier2,Retailer3,48.0,1200.0
2,Supplier1,Retailer5,55.0,900.0
2,Supplier2,Retailer5,48.0,900.0
2,Supplier1,Retailer6,50.0,1000.0
2,Supplier1,Retailer9,55.0,1200.0
2,Supplier1,Retailer10,95.0,1500.0
3,Supplier3,Retailer1,89.0,2200.0
3,Supplier1,Retailer2,45.0,4900.0
3,Supplier2,Retailer2,95.0,1600.0
3,Supplier2,Retailer8,105.0,1300.0
3,Supplier2,Retailer9,55.0,1300.0
3,Supplier3,Retailer9,53.0,1250.0
4,Supplier2,Retailer6,50.0,1000.0
4,Supplier2,Retailer7,100.0,1300.0
4,Supplier3,Retailer10,49.0,1200.0
5,Supplier3,Retailer3,51.5,1150.0
5,Supplier2,Retailer4,STOCK_EXCEEDED,FAIL
5,Supplier3,Retailer6,46.0,1155.0
6,Supplier2,Retailer1,90.0,703.0
1,Supplier1,Retailer3,52.0,1200.0
1,Supplier2,Retailer3,52.0,1200.0
1,Supplier2,Retailer5,50.0,1200.0
1,Supplier1,Retailer8,52.0,1000.0
2,Supplier1,Retailer2,60.0,800.0
2,Supplier2,Retailer4,60.0,2000.0
2,Supplier1,Retailer5,55.0,1000.0
2,Supplier2,Retailer7,55.0,1200.0
2,Supplier3,Retailer7,55.0,1200.0
2,Supplier3,Retailer8,48.0,1000.0
2,Supplier2,Retailer9,52.0,1000.0
3,Supplier2,Retailer2,110.0,1000.0
3,Supplier1,Retailer4,57.0,1600.0
3,Supplier3,Retailer5,48.0,1300.0
3,Supplier2,Retailer6,54.0,1200.0
3,Supplier3,Retailer6,55.0,2500.0
3,Supplier1,Retailer9,58.0,1000.0
3,Supplier2,Retailer10,50.0,820.0
3,Supplier3,Retailer10,80.0,820.0
4,Supplier3,Retailer4,57.0,1600.0
4,Supplier1,Retailer7,54.0,1200.0
4,Supplier3,Retailer9,55.0,800.0
5,Supplier3,Retailer3,54.0,146.0
6,Supplier1,Retailer1,108.0,146.0
1,Supplier2,Retailer3,45.0,1200.0
2,Supplier1,Retailer1,50.0,2000.0
2,Supplier3,Retailer2,52.0,2500.0
2,Supplier1,Retailer3,95.0,1800.0
2,Supplier2,Retailer4,48.0,1200.0
2,Supplier1,Retailer5,48.0,1300.0
2,Supplier2,Retailer5,48.0,1300.0
2,Supplier3,Retailer5,100.0,2500.0
2,Supplier3,Retailer6,48.0,1500.0
2,Supplier2,Retailer7,48.0,1200.0
2,Supplier1,Retailer8,95.0,1200.0
2,Supplier2,Retailer8,95.0,1200.0
2,Supplier3,Retailer8,47.0,1200.0
2,Supplier3,Retailer9,70.0,1200.0
2,Supplier2,Retailer10,101.0,1200.0
3,Supplier2,Retailer1,110.0,1600.0
3,Supplier3,Retailer1,49.0,600.0
3,Supplier1,Retailer4,48.0,1000.0
3,Supplier1,Retailer6,52.0,1400.0
3,Supplier2,Retailer6,45.0,660.0
3,Supplier1,Retailer9,85.0,800.0
1,Supplier2,Retailer10,54.0,1800.0
1,Supplier3,Retailer10,54.0,1800.0
2,Supplier1,Retailer1,50.0,1200.0
2,Supplier2,Retailer1,55.0,1200.0
2,Supplier3,Retailer1,55.0,1200.0
2,Supplier1,Retailer3,55.0,1600.0
2,Supplier2,Retailer3,52.0,1600.0
2,Supplier1,Retailer5,52.0,1500.0
2,Supplier3,Retailer7,51.0,1200.0
2,Supplier1,Retailer9,70.0,1200.0
3,Supplier2,Retailer2,70.0,1400.0
3,Supplier3,Retailer3,55.0,1600.0
3,Supplier1,Retailer4,50.0,1920.0
3,Supplier2,Retailer5,52.0,1500.0
3,Supplier1,Retailer6,100.0,1200.0
3,Supplier2,Retailer6,100.0,1200.0
3,Supplier3,Retailer6,100.0,1100.0
3,Supplier2,Retailer7,54.0,880.0
3,Supplier1,Retailer8,100.0,880.0
3,Supplier3,Retailer8,105.0,900.0
3,Supplier3,Retailer9,60.0,1200.0
4,Supplier3,Retailer2,70.0,560.0
1,Supplier3,Retailer9,55.0,800.0
2,Supplier3,Retailer3,52.0,2000.0
2,Supplier2,Retailer4,105.0,1500.0
2,Supplier3,Retailer5,50.0,800.0
2,Supplier1,Retailer6,92.0,1000.0
2,Supplier2,Retailer8,53.0,1000.0
2,Supplier1,Retailer9,51.0,1000.0
2,Supplier2,Retailer9,55.0,800.0
3,Supplier1,Retailer3,52.0,2000.0
4,Supplier1,Retailer2,107.0,825.0
4,Supplier2,Retailer5,108.0,1800.0
4,Supplier3,Retailer7,68.0,2100.0
4,Supplier1,Retailer8,45.0,2000.0
4,Supplier1,Retailer10,70.0,2400.0
4,Supplier2,Retailer10,110.0,1200.0
5,Supplier3,Retailer2,110.0,1000.0
5,Supplier2,Retailer7,70.0,1600.0
5,Supplier3,Retailer10,68.0,1200.0
6,Supplier2,Retailer1,100.0,1225.0
6,Supplier3,Retailer6,100.0,1275.0
1,Supplier2,Retailer3,105.0,1000.0
1,Supplier3,Retailer8,46.0,1100.0
2,Supplier3,Retailer1,105.0,1000.0
2,Supplier1,Retailer2,52.0,1500.0
2,Supplier3,Retailer2,55.0,1500.0
2,Supplier1,Retailer3,55.0,1200.0
2,Supplier2,Retailer4,55.0,1300.0
2,Supplier3,Retailer6,56.0,1700.0
2,Supplier3,Retailer7,104.0,1100.0
2,Supplier2,Retailer8,46.0,1100.0
2,Supplier1,Retailer9,105.0,2000.0
2,Supplier2,Retailer10,105.0,1300.0
3,Supplier2,Retailer1,110.0,1000.0
3,Supplier2,Retailer2,55.0,3000.0
3,Supplier3,Retailer3,55.0,1800.0
3,Supplier3,Retailer4,55.0,1300.0
3,Supplier3,Retailer5,46.0,55.0
3,Supplier1,Retailer6,58.0,1200.0
3,Supplier1,Retailer7,110.0,1500.0
3,Supplier2,Retailer7,104.0,850.0
3,Supplier1,Retailer8,46.0,1100.0
3,Supplier1,Retailer10,110.0,1000.0
1,Supplier3,Retailer6,55.0,1500.0
1,Supplier2,Retailer7,50.0,1200.0
1,Supplier3,Retailer7,80.0,2000.0
1,Supplier3,Retailer10,54.0,1500.0
2,Supplier2,Retailer1,52.0,1700.0
2,Supplier3,Retailer4,91.0,1500.0
2,Supplier2,Retailer6,52.0,1200.0
2,Supplier2,Retailer8,60.0,1500.0
2,Supplier3,Retailer8,58.0,1500.0
2,Supplier1,Retailer9,51.0,1000.0
2,Supplier2,Retailer9,51.0,1500.0
2,Supplier2,Retailer10,50.0,1200.0
3,Supplier1,Retailer1,53.0,1400.0
3,Supplier2,Retailer2,55.0,1260.0
3,Supplier3,Retailer2,55.0,1260.0
3,Supplier3,Retailer3,110.0,490.0
3,Supplier1,Retailer5,55.0,2000.0
4,Supplier1,Retailer2,110.0,1260.0
4,Supplier1,Retailer3,110.0,1500.0
4,Supplier1,Retailer6,50.0,1300.0
4,Supplier1,Retailer7,STOCK_EXCEEDED,FAIL
4,Supplier1,Retailer8,STOCK_EXCEEDED,FAIL
5,Supplier1,Retailer4,90.0,785.0
1,Supplier2,Retailer6,48.0,1000.0
1,Supplier2,Retailer8,48.0,1200.0
1,Supplier3,Retailer8,48.0,1200.0
2,Supplier2,Retailer1,105.0,900.0
2,Supplier3,Retailer1,105.0,900.0
2,Supplier1,Retailer3,80.0,1500.0
2,Supplier2,Retailer3,45.0,1000.0
2,Supplier1,Retailer4,88.0,1500.0
2,Supplier1,Retailer6,48.0,1200.0
2,Supplier3,Retailer6,48.0,1200.0
2,Supplier1,Retailer7,105.0,1400.0
2,Supplier3,Retailer7,85.0,1200.0
2,Supplier1,Retailer8,48.0,1200.0
2,Supplier1,Retailer9,85.0,2000.0
2,Supplier1,Retailer10,51.0,700.0
2,Supplier3,Retailer10,50.0,1500.0
3,Supplier2,Retailer2,100.0,900.0
3,Supplier3,Retailer4,80.0,1500.0
3,Supplier2,Retailer5,85.0,800.0
4,Supplier3,Retailer2,0.0,0.0
4,Supplier2,Retailer7,107.0,1200.0
4,Supplier2,Retailer9,48.0,1500.0
4,Supplier3,Retailer9,46.0,1700.0
4,Supplier2,Retailer10,50.0,919.0
5,Supplier3,Retailer3,55.0,257.0
2,Supplier2,Retailer4,55.0,1600.0
2,Supplier1,Retailer5,50.0,1300.0
2,Supplier1,Retailer8,50.0,1800.0
2,Supplier2,Retailer8,50.0,2500.0
2,Supplier3,Retailer9,52.0,2000.0
2,Supplier2,Retailer10,50.0,1600.0
2,Supplier3,Retailer10,105.0,1500.0
3,Supplier1,Retailer2,48.0,2000.0
3,Supplier1,Retailer3,53.0,1400.0
3,Supplier3,Retailer3,52.0,1800.0
3,Supplier2,Retailer5,50.0,1400.0
3,Supplier3,Retailer5,50.0,1400.0
3,Supplier1,Retailer6,105.0,1500.0
3,Supplier1,Retailer7,61.0,1500.0
3,Supplier2,Retailer7,59.0,2400.0
3,Supplier3,Retailer8,49.0,1800.0
4,Supplier3,Retailer6,STOCK_EXCEEDED,FAIL
5,Supplier3,Retailer4,STOCK_EXCEEDED,FAIL
6,Supplier3,Retailer7,STOCK_EXCEEDED,FAIL
8,Supplier3,Retailer2,70.0,856.0
1,Supplier1,Retailer2,52.0,800.0
1,Supplier1,Retailer5,55.0,1500.0
1,Supplier2,Retailer5,50.0,1500.0
2,Supplier1,Retailer3,55.0,1200.0
2,Supplier2,Retailer3,55.0,1200.0
2,Supplier3,Retailer5,51.0,2000.0
2,Supplier1,Retailer6,58.0,1600.0
2,Supplier1,Retailer7,58.0,1000.0
2,Supplier2,Retailer7,58.0,1000.0
2,Supplier3,Retailer7,52.0,900.0
2,Supplier3,Retailer8,52.0,1100.0
2,Supplier2,Retailer9,53.0,1300.0
3,Supplier1,Retailer1,95.0,2000.0
3,Supplier2,Retailer2,52.0,1800.0
3,Supplier3,Retailer2,52.0,1800.0
3,Supplier3,Retailer3,51.0,1500.0
3,Supplier3,Retailer4,55.0,2200.0
3,Supplier2,Retailer6,58.0,1600.0
3,Supplier1,Retailer8,52.0,1100.0
3,Supplier1,Retailer9,52.0,415.0
3,Supplier2,Retailer10,110.0,950.0
4,Supplier2,Retailer1,50.0,213.0
