round,supplier,retailer,final_price,final_volume
2,Supplier1,Retailer3,105.0,2500.0
2,Supplier2,Retailer4,100.0,1600.0
2,Supplier1,Retailer5,110.0,1600.0
2,Supplier1,Retailer6,95.0,1800.0
2,Supplier2,Retailer6,105.0,2000.0
2,Supplier1,Retailer7,100.0,1100.0
2,Supplier2,Retailer9,105.0,1000.0
3,Supplier2,Retailer7,100.0,4000.0
3,Supplier2,Retailer8,105.0,900.0
3,Supplier3,Retailer9,105.0,1200.0
3,Supplier3,Retailer10,100.0,1700.0
4,Supplier3,Retailer3,100.0,2000.0
5,Supplier3,Retailer7,100.0,3035.0
1,Supplier2,Retailer7,95.0,2000.0
2,Supplier2,Retailer2,105.0,2000.0
3,Supplier1,Retailer1,110.0,2500.0
3,Supplier1,Retailer2,105.0,1200.0
3,Supplier3,Retailer3,102.0,2200.0
3,Supplier2,Retailer6,107.0,1700.0
3,Supplier1,Retailer10,105.0,1200.0
3,Supplier3,Retailer10,46.0,1000.0
4,Supplier3,Retailer2,105.0,1000.0
4,Supplier2,Retailer3,105.0,2000.0
4,Supplier1,Retailer4,107.0,2000.0
4,Supplier1,Retailer5,105.0,2370.0
4,Supplier2,Retailer9,105.0,1705.0
6,Supplier3,Retailer6,110.0,2000.0
7,Supplier3,Retailer9,105.0,2000.0
8,Supplier3,Retailer4,105.0,698.0
2,Supplier1,Retailer2,105.0,2000.0
2,Supplier1,Retailer3,105.0,1300.0
2,Supplier2,Retailer10,105.0,2000.0
3,Supplier2,Retailer1,106.0,1000.0
3,Supplier3,Retailer1,106.0,800.0
3,Supplier2,Retailer4,102.0,1750.0
3,Supplier3,Retailer4,103.0,1600.0
3,Supplier1,Retailer8,100.0,1400.0
3,Supplier2,Retailer9,100.0,2500.0
3,Supplier3,Retailer9,100.0,2500.0
3,Supplier1,Retailer10,100.0,1200.0
4,Supplier2,Retailer2,105.0,2000.0
4,Supplier2,Retailer5,100.0,137.0
4,Supplier3,Retailer5,100.0,1400.0
6,Supplier3,Retailer3,110.0,1300.0
6,Supplier1,Retailer4,105.0,1800.0
6,Supplier1,Retailer9,105.0,1449.0
8,Supplier3,Retailer10,100.0,1200.0
9,Supplier3,Retailer7,95.0,244.0
2,Supplier2,Retailer1,100.0,2000.0
2,Supplier2,Retailer4,107.0,2000.0
2,Supplier1,Retailer5,108.0,1200.0
2,Supplier2,Retailer5,108.0,1200.0
2,Supplier1,Retailer9,108.0,1800.0
2,Supplier1,Retailer10,105.0,1800.0
3,Supplier1,Retailer1,108.0,2400.0
3,Supplier1,Retailer2,105.0,2300.0
3,Supplier3,Retailer2,100.0,2000.0
3,Supplier2,Retailer3,105.0,2500.0
3,Supplier2,Retailer7,110.0,1800.0
3,Supplier3,Retailer8,110.0,2500.0
3,Supplier3,Retailer9,100.0,1800.0
5,Supplier3,Retailer3,108.0,2800.0
7,Supplier3,Retailer1,104.0,228.0
2,Supplier1,Retailer2,105.0,2000.0
2,Supplier1,Retailer4,100.0,1000.0
2,Supplier1,Retailer5,105.0,1000.0
2,Supplier2,Retailer5,102.0,1200.0
2,Supplier1,Retailer6,105.0,800.0
2,Supplier1,Retailer8,100.0,1800.0
3,Supplier3,Retailer4,100.0,1600.0
3,Supplier1,Retailer9,105.0,1300.0
4,Supplier3,Retailer2,110.0,1600.0
4,Supplier1,Retailer3,105.0,1520.0
4,Supplier2,Retailer3,108.0,2500.0
4,Supplier3,Retailer8,100.0,1600.0
5,Supplier2,Retailer1,110.0,3500.0
5,Supplier3,Retailer1,100.0,3500.0
5,Supplier2,Retailer2,110.0,1885.0
5,Supplier3,Retailer7,100.0,805.0
2,Supplier3,Retailer2,100.0,1800.0
2,Supplier1,Retailer6,100.0,2400.0
2,Supplier1,Retailer7,105.0,1600.0
2,Supplier2,Retailer8,106.0,1200.0
2,Supplier1,Retailer9,102.0,2000.0
2,Supplier3,Retailer9,100.0,2500.0
3,Supplier1,Retailer3,105.0,3000.0
3,Supplier2,Retailer7,100.0,1600.0
3,Supplier1,Retailer10,102.0,500.0
4,Supplier2,Retailer2,105.0,1500.0
4,Supplier3,Retailer5,45.0,1000.0
4,Supplier3,Retailer8,106.0,1100.0
4,Supplier2,Retailer9,0.0,0.0
5,Supplier2,Retailer3,103.0,3000.0
5,Supplier3,Retailer10,105.0,2840.0
8,Supplier2,Retailer1,105.0,1682.0
2,Supplier2,Retailer1,108.0,1200.0
2,Supplier3,Retailer1,108.0,1800.0
2,Supplier2,Retailer2,108.0,2000.0
2,Supplier3,Retailer2,108.0,2000.0
2,Supplier3,Retailer6,100.0,3500.0
2,Supplier3,Retailer9,110.0,2200.0
2,Supplier1,Retailer10,95.0,1600.0
3,Supplier1,Retailer2,100.0,2500.0
3,Supplier1,Retailer3,108.0,2500.0
3,Supplier1,Retailer4,110.0,1700.0
3,Supplier1,Retailer5,105.0,1200.0
3,Supplier2,Retailer7,102.0,2200.0
4,Supplier2,Retailer4,105.0,1500.0
4,Supplier2,Retailer9,STOCK_EXCEEDED,FAIL
4,Supplier2,Retailer10,95.0,1600.0
6,Supplier2,Retailer5,110.0,755.0
2,Supplier3,Retailer3,100.0,2200.0
2,Supplier3,Retailer5,105.0,1500.0
2,Supplier1,Retailer6,105.0,2000.0
2,Supplier2,Retailer6,105.0,2000.0
2,Supplier1,Retailer7,105.0,2500.0
2,Supplier2,Retailer7,105.0,2200.0
2,Supplier3,Retailer7,105.0,2000.0
2,Supplier2,Retailer10,106.0,2400.0
2,Supplier3,Retailer10,106.0,2400.0
3,Supplier2,Retailer1,105.0,1600.0
3,Supplier1,Retailer4,105.0,1600.0
3,Supplier1,Retailer5,105.0,1600.0
3,Supplier3,Retailer6,110.0,1400.0
3,Supplier2,Retailer8,100.0,1300.0
3,Supplier1,Retailer10,105.0,1800.0
2,Supplier2,Retailer3,100.0,1800.0
2,Supplier1,Retailer5,95.0,1800.0
2,Supplier2,Retailer5,100.0,1500.0
2,Supplier1,Retailer9,108.0,2200.0
2,Supplier1,Retailer10,104.0,1100.0
3,Supplier1,Retailer2,100.0,2200.0
3,Supplier1,Retailer4,108.0,1900.0
3,Supplier1,Retailer6,105.0,300.0
3,Supplier3,Retailer6,101.0,1400.0
3,Supplier2,Retailer7,108.0,2000.0
3,Supplier2,Retailer8,106.0,1200.0
3,Supplier3,Retailer8,106.0,1100.0
3,Supplier3,Retailer10,104.0,1200.0
4,Supplier2,Retailer4,108.0,1800.0
4,Supplier2,Retailer6,105.0,1050.0
4,Supplier3,Retailer9,108.0,1800.0
5,Supplier3,Retailer1,105.0,1280.0
6,Supplier3,Retailer3,108.0,2308.0
2,Supplier2,Retailer1,100.0,950.0
2,Supplier3,Retailer1,100.0,5000.0
2,Supplier1,Retailer2,105.0,1800.0
2,Supplier2,Retailer2,105.0,1800.0
2,Supplier1,Retailer4,105.0,2200.0
2,Supplier3,Retailer4,105.0,2200.0
2,Supplier1,Retailer6,102.0,4000.0
2,Supplier3,Retailer6,102.0,2000.0
2,Supplier3,Retailer7,105.0,300.0
2,Supplier1,Retailer9,103.0,1500.0
3,Supplier2,Retailer3,100.0,1200.0
3,Supplier2,Retailer4,105.0,2200.0
3,Supplier2,Retailer7,40.0,3350.0
2,Supplier3,Retailer2,105.0,2000.0
2,Supplier2,Retailer3,100.0,1800.0
2,Supplier2,Retailer5,106.0,2200.0
2,Supplier3,Retailer5,106.0,2000.0
2,Supplier1,Retailer8,100.0,1300.0
2,Supplier3,Retailer9,105.0,2800.0
2,Supplier1,Retailer10,110.0,2500.0
3,Supplier2,Retailer2,105.0,1800.0
3,Supplier1,Retailer5,106.0,2000.0
3,Supplier3,Retailer8,105.0,1100.0
3,Supplier1,Retailer9,105.0,2800.0
4,Supplier1,Retailer1,105.0,855.0
4,Supplier3,Retailer1,108.0,1200.0
4,Supplier3,Retailer4,105.0,320.0
4,Supplier2,Retailer6,100.0,1500.0
4,Supplier2,Retailer7,108.0,1600.0
4,Supplier2,Retailer8,110.0,415.0
