round,supplier,retailer,final_price,final_volume
3,Supplier3,Retailer2,105.0,1600.0
3,Supplier2,Retailer4,103.0,3000.0
3,Supplier1,Retailer5,104.0,1800.0
3,Supplier3,Retailer5,100.0,1800.0
3,Supplier2,Retailer7,108.0,2000.0
3,Supplier2,Retailer9,110.0,1200.0
3,Supplier3,Retailer10,105.0,1600.0
4,Supplier1,Retailer1,45.0,1200.0
4,Supplier1,Retailer2,105.0,1600.0
4,Supplier3,Retailer6,104.0,1350.0
4,Supplier1,Retailer7,108.0,2000.0
4,Supplier1,Retailer10,104.0,1500.0
5,Supplier1,Retailer3,STOCK_EXCEEDED,FAIL
5,Supplier1,Retailer4,102.0,180.0
2,Supplier3,Retailer3,100.0,1500.0
2,Supplier1,Retailer4,105.0,1800.0
2,Supplier3,Retailer4,105.0,1500.0
2,Supplier2,Retailer5,108.0,1400.0
2,Supplier3,Retailer6,105.0,1800.0
3,Supplier3,Retailer2,108.0,1450.0
3,Supplier3,Retailer5,108.0,1400.0
3,Supplier2,Retailer6,105.0,1600.0
3,Supplier1,Retailer7,100.0,2000.0
3,Supplier2,Retailer7,108.0,1700.0
3,Supplier1,Retailer8,105.0,1700.0
3,Supplier1,Retailer9,105.0,2200.0
3,Supplier3,Retailer9,105.0,1350.0
3,Supplier2,Retailer10,105.0,1300.0
4,Supplier1,Retailer2,105.0,1170.0
5,Supplier2,Retailer1,105.0,2700.0
2,Supplier2,Retailer1,100.0,5000.0
2,Supplier1,Retailer5,105.0,1200.0
2,Supplier1,Retailer6,105.0,1600.0
2,Supplier2,Retailer6,105.0,1800.0
2,Supplier3,Retailer8,106.0,2000.0
2,Supplier1,Retailer9,100.0,2000.0
3,Supplier1,Retailer2,108.0,4000.0
3,Supplier2,Retailer3,98.0,1600.0
3,Supplier1,Retailer4,105.0,200.0
3,Supplier2,Retailer4,100.0,600.0
3,Supplier3,Retailer4,100.0,2000.0
3,Supplier3,Retailer7,105.0,1200.0
4,Supplier3,Retailer5,98.0,1000.0
4,Supplier3,Retailer6,105.0,1400.0
4,Supplier3,Retailer9,100.0,1020.0
2,Supplier1,Retailer1,100.0,1500.0
2,Supplier3,Retailer2,103.0,1000.0
2,Supplier1,Retailer3,100.0,2500.0
2,Supplier3,Retailer3,115.0,3200.0
2,Supplier2,Retailer4,100.0,1200.0
2,Supplier1,Retailer6,108.0,2500.0
2,Supplier2,Retailer6,100.0,2500.0
2,Supplier3,Retailer6,110.0,2500.0
2,Supplier1,Retailer8,100.0,1200.0
2,Supplier2,Retailer10,105.0,1000.0
3,Supplier2,Retailer2,100.0,1000.0
3,Supplier1,Retailer4,95.0,700.0
3,Supplier1,Retailer5,105.0,600.0
3,Supplier2,Retailer5,105.0,600.0
3,Supplier3,Retailer5,102.0,600.0
3,Supplier2,Retailer7,105.0,1300.0
3,Supplier2,Retailer9,107.0,1400.0
3,Supplier3,Retailer10,100.0,1000.0
4,Supplier3,Retailer9,108.0,630.0
1,Supplier3,Retailer5,90.0,3000.0
2,Supplier3,Retailer1,102.0,3000.0
2,Supplier3,Retailer3,48.0,2200.0
2,Supplier3,Retailer4,42.0,1100.0
2,Supplier1,Retailer5,90.0,3000.0
2,Supplier2,Retailer5,50.0,3000.0
2,Supplier1,Retailer8,100.0,2000.0
2,Supplier1,Retailer9,95.0,2000.0
2,Supplier2,Retailer10,98.0,1000.0
3,Supplier1,Retailer1,110.0,2000.0
3,Supplier2,Retailer1,102.0,3000.0
5,Supplier2,Retailer7,105.0,1800.0
2,Supplier1,Retailer3,95.0,2000.0
2,Supplier3,Retailer4,105.0,2200.0
2,Supplier1,Retailer5,105.0,1800.0
2,Supplier2,Retailer7,110.0,1500.0
2,Supplier3,Retailer7,108.0,2000.0
2,Supplier1,Retailer8,105.0,2500.0
2,Supplier1,Retailer9,40.0,1200.0
2,Supplier2,Retailer10,102.0,1200.0
3,Supplier1,Retailer1,100.0,1400.0
3,Supplier3,Retailer1,110.0,1800.0
3,Supplier1,Retailer2,100.0,100.0
3,Supplier3,Retailer5,107.0,1800.0
3,Supplier3,Retailer6,105.0,1200.0
3,Supplier2,Retailer9,100.0,1200.0
4,Supplier2,Retailer8,110.0,2000.0
5,Supplier2,Retailer1,108.0,1400.0
5,Supplier2,Retailer6,100.0,1000.0
6,Supplier2,Retailer3,58.0,171.0
1,Supplier2,Retailer2,105.0,2000.0
1,Supplier3,Retailer2,105.0,2500.0
1,Supplier3,Retailer3,110.0,2500.0
2,Supplier1,Retailer1,100.0,1500.0
2,Supplier3,Retailer1,105.0,1400.0
2,Supplier1,Retailer2,105.0,2500.0
2,Supplier1,Retailer4,105.0,1600.0
2,Supplier3,Retailer4,107.0,1200.0
2,Supplier3,Retailer5,105.0,1900.0
2,Supplier1,Retailer9,100.0,2500.0
2,Supplier2,Retailer10,105.0,2000.0
3,Supplier2,Retailer1,105.0,1500.0
3,Supplier1,Retailer5,110.0,900.0
3,Supplier2,Retailer7,105.0,3700.0
1,Supplier2,Retailer3,100.0,2200.0
2,Supplier2,Retailer1,100.0,1800.0
2,Supplier3,Retailer3,100.0,2500.0
2,Supplier3,Retailer8,100.0,2000.0
2,Supplier1,Retailer9,105.0,1600.0
2,Supplier2,Retailer9,105.0,1600.0
2,Supplier2,Retailer10,108.0,1500.0
2,Supplier3,Retailer10,105.0,1500.0
3,Supplier3,Retailer1,100.0,3000.0
3,Supplier1,Retailer2,105.0,1800.0
3,Supplier1,Retailer5,105.0,2800.0
3,Supplier2,Retailer5,100.0,800.0
3,Supplier1,Retailer6,95.0,1200.0
3,Supplier2,Retailer6,100.0,1320.0
3,Supplier1,Retailer7,95.0,1600.0
2,Supplier3,Retailer5,110.0,2500.0
2,Supplier1,Retailer6,48.0,3000.0
2,Supplier1,Retailer7,100.0,2000.0
2,Supplier2,Retailer7,100.0,2000.0
2,Supplier3,Retailer8,85.0,2000.0
2,Supplier2,Retailer10,108.0,1200.0
3,Supplier2,Retailer2,104.0,1900.0
3,Supplier3,Retailer3,106.0,2000.0
3,Supplier3,Retailer9,90.0,1000.0
3,Supplier1,Retailer10,108.0,1200.0
4,Supplier1,Retailer1,108.0,1800.0
4,Supplier2,Retailer1,108.0,1800.0
4,Supplier3,Retailer2,48.0,1350.0
4,Supplier1,Retailer3,107.0,720.0
4,Supplier2,Retailer3,107.0,720.0
4,Supplier2,Retailer6,45.0,990.0
2,Supplier3,Retailer2,102.0,2000.0
2,Supplier3,Retailer6,100.0,1200.0
2,Supplier3,Retailer10,100.0,1800.0
3,Supplier2,Retailer4,105.0,1800.0
3,Supplier1,Retailer5,100.0,1800.0
3,Supplier1,Retailer7,100.0,1800.0
3,Supplier3,Retailer7,100.0,1800.0
3,Supplier2,Retailer8,100.0,1200.0
3,Supplier2,Retailer9,105.0,2000.0
4,Supplier2,Retailer7,95.0,1800.0
4,Supplier2,Retailer10,105.0,1800.0
5,Supplier1,Retailer3,100.0,1200.0
5,Supplier3,Retailer4,105.0,1800.0
5,Supplier3,Retailer5,90.0,180.0
5,Supplier1,Retailer10,105.0,1800.0
6,Supplier1,Retailer2,105.0,1674.0
2,Supplier2,Retailer1,95.0,1200.0
2,Supplier3,Retailer2,105.0,1800.0
2,Supplier1,Retailer4,100.0,1600.0
2,Supplier1,Retailer5,100.0,1300.0
2,Supplier3,Retailer6,105.0,2000.0
2,Supplier1,Retailer7,100.0,2000.0
2,Supplier1,Retailer8,100.0,2000.0
2,Supplier3,Retailer8,105.0,2000.0
2,Supplier1,Retailer9,95.0,2100.0
3,Supplier3,Retailer3,108.0,1400.0
3,Supplier2,Retailer5,105.0,2200.0
3,Supplier2,Retailer6,105.0,2000.0
3,Supplier2,Retailer7,105.0,1500.0
3,Supplier3,Retailer9,100.0,1800.0
4,Supplier2,Retailer3,STOCK_EXCEEDED,FAIL
4,Supplier2,Retailer4,108.0,1800.0
4,Supplier2,Retailer8,105.0,90.0
2,Supplier1,Retailer5,108.0,2000.0
2,Supplier3,Retailer5,108.0,2500.0
2,Supplier2,Retailer7,100.0,1500.0
2,Supplier1,Retailer8,105.0,2000.0
3,Supplier2,Retailer1,101.0,1700.0
3,Supplier2,Retailer2,95.0,2000.0
3,Supplier2,Retailer4,105.0,3800.0
3,Supplier1,Retailer10,105.0,900.0
3,Supplier3,Retailer10,108.0,1200.0
4,Supplier1,Retailer4,105.0,1800.0
4,Supplier3,Retailer4,105.0,2970.0
5,Supplier3,Retailer6,105.0,1200.0
5,Supplier3,Retailer7,45.0,600.0
5,Supplier1,Retailer9,108.0,1500.0
6,Supplier1,Retailer6,105.0,351.0
1,Supplier3,Retailer4,90.0,3500.0
2,Supplier3,Retailer1,105.0,2000.0
2,Supplier2,Retailer3,100.0,2500.0
2,Supplier3,Retailer6,108.0,2000.0
2,Supplier3,Retailer8,107.0,1850.0
2,Supplier1,Retailer9,100.0,1500.0
2,Supplier1,Retailer10,100.0,1200.0
3,Supplier2,Retailer1,103.0,1200.0
3,Supplier1,Retailer3,110.0,1350.0
3,Supplier1,Retailer7,100.0,1800.0
3,Supplier1,Retailer8,107.0,1300.0
4,Supplier1,Retailer1,105.0,1200.0
4,Supplier1,Retailer6,100.0,465.0
4,Supplier2,Retailer10,110.0,1300.0
5,Supplier2,Retailer6,106.0,3000.0
5,Supplier2,Retailer7,100.0,470.0
2,Supplier3,Retailer3,108.0,2800.0
2,Supplier3,Retailer4,108.0,1800.0
2,Supplier3,Retailer5,108.0,2000.0
2,Supplier1,Retailer6,95.0,4000.0
2,Supplier2,Retailer6,101.0,2800.0
2,Supplier1,Retailer7,102.0,2100.0
2,Supplier3,Retailer7,100.0,1200.0
2,Supplier1,Retailer8,101.0,2900.0
2,Supplier3,Retailer8,98.0,1200.0
3,Supplier2,Retailer2,102.0,1800.0
3,Supplier2,Retailer9,110.0,1800.0
3,Supplier2,Retailer10,100.0,1600.0
4,Supplier2,Retailer5,110.0,900.0
2,Supplier3,Retailer2,105.0,2000.0
2,Supplier1,Retailer4,100.0,1600.0
2,Supplier1,Retailer5,100.0,2400.0
2,Supplier3,Retailer6,100.0,2000.0
2,Supplier2,Retailer8,90.0,4000.0
3,Supplier1,Retailer1,100.0,2000.0
3,Supplier2,Retailer2,105.0,2000.0
3,Supplier1,Retailer3,100.0,3000.0
3,Supplier3,Retailer5,105.0,2500.0
3,Supplier3,Retailer7,105.0,2000.0
3,Supplier2,Retailer9,102.0,2000.0
3,Supplier2,Retailer10,105.0,950.0
4,Supplier2,Retailer3,105.0,45.0
4,Supplier3,Retailer3,105.0,45.0
4,Supplier3,Retailer9,STOCK_EXCEEDED,FAIL
4,Supplier3,Retailer10,110.0,405.0
2,Supplier1,Retailer5,100.0,2000.0
2,Supplier3,Retailer8,105.0,1800.0
3,Supplier2,Retailer1,108.0,1400.0
3,Supplier3,Retailer1,108.0,1600.0
3,Supplier1,Retailer3,100.0,1500.0
3,Supplier2,Retailer3,100.0,1500.0
3,Supplier3,Retailer5,95.0,1500.0
3,Supplier1,Retailer6,100.0,2000.0
3,Supplier3,Retailer6,105.0,2500.0
3,Supplier1,Retailer7,100.0,1500.0
3,Supplier3,Retailer7,95.0,1600.0
3,Supplier1,Retailer8,105.0,1800.0
3,Supplier2,Retailer8,105.0,1800.0
3,Supplier1,Retailer9,90.0,200.0
3,Supplier2,Retailer10,108.0,2000.0
4,Supplier2,Retailer4,102.0,1800.0
4,Supplier2,Retailer6,100.0,270.0
