round,supplier,retailer,final_price,final_volume
4,Supplier2,Retailer2,109.0,2000.0
4,Supplier2,Retailer5,110.0,1000.0
5,Supplier1,Retailer2,110.0,2500.0
5,Supplier1,Retailer7,112.0,610.0
6,Supplier2,Retailer1,112.0,579.0
6,Supplier1,Retailer3,110.0,610.0
2,Supplier1,Retailer1,110.0,950.0
2,Supplier2,Retailer5,108.0,1600.0
2,Supplier2,Retailer6,112.0,1300.0
2,Supplier3,Retailer6,112.0,2000.0
2,Supplier1,Retailer7,112.0,1500.0
2,Supplier3,Retailer7,112.0,1500.0
3,Supplier2,Retailer1,110.0,1200.0
3,Supplier1,Retailer2,107.0,2100.0
3,Supplier1,Retailer6,111.0,2000.0
3,Supplier1,Retailer8,110.0,2000.0
3,Supplier3,Retailer10,112.0,1800.0
4,Supplier3,Retailer3,113.0,1800.0
4,Supplier3,Retailer9,108.0,902.0
5,Supplier1,Retailer3,113.0,902.0
5,Supplier2,Retailer3,111.0,1800.0
5,Supplier2,Retailer9,108.0,902.0
6,Supplier3,Retailer5,109.0,1223.0
9,Supplier2,Retailer7,111.0,1500.0
1,Supplier3,Retailer5,112.0,5000.0
1,Supplier3,Retailer7,114.5,2500.0
1,Supplier3,Retailer10,110.0,2500.0
2,Supplier2,Retailer1,106.0,1600.0
2,Supplier1,Retailer2,108.0,1500.0
2,Supplier1,Retailer4,112.0,2100.0
2,Supplier2,Retailer5,112.0,2500.0
2,Supplier2,Retailer7,114.0,3000.0
2,Supplier1,Retailer9,108.0,2000.0
2,Supplier2,Retailer10,110.0,2400.0
3,Supplier1,Retailer3,110.0,2000.0
3,Supplier1,Retailer6,113.0,1900.0
1,Supplier3,Retailer10,113.0,950.0
2,Supplier2,Retailer1,110.0,950.0
2,Supplier3,Retailer1,110.0,1200.0
2,Supplier3,Retailer3,113.0,1500.0
2,Supplier2,Retailer4,110.0,2000.0
2,Supplier3,Retailer6,110.0,2000.0
2,Supplier1,Retailer7,112.0,2400.0
2,Supplier3,Retailer7,112.0,2300.0
3,Supplier3,Retailer2,114.0,1597.0
3,Supplier1,Retailer4,110.0,1500.0
3,Supplier2,Retailer9,110.0,1000.0
3,Supplier1,Retailer10,113.0,1000.0
4,Supplier1,Retailer1,111.0,950.0
4,Supplier2,Retailer3,113.0,1500.0
4,Supplier2,Retailer5,106.0,1200.0
4,Supplier2,Retailer10,113.0,1000.0
5,Supplier2,Retailer2,113.0,1572.0
5,Supplier1,Retailer5,107.0,2000.0
5,Supplier1,Retailer9,110.0,950.0
6,Supplier1,Retailer2,112.0,446.0
1,Supplier1,Retailer8,111.0,1800.0
1,Supplier3,Retailer8,111.0,1200.0
1,Supplier3,Retailer9,113.0,1200.0
2,Supplier2,Retailer1,109.0,2000.0
2,Supplier2,Retailer4,110.0,1800.0
2,Supplier2,Retailer6,110.0,1700.0
2,Supplier3,Retailer10,111.0,2200.0
3,Supplier3,Retailer3,108.0,2200.0
3,Supplier3,Retailer6,108.0,1600.0
3,Supplier1,Retailer7,110.0,1200.0
3,Supplier3,Retailer7,110.0,1220.0
3,Supplier2,Retailer8,111.0,2000.0
3,Supplier1,Retailer9,112.0,1200.0
3,Supplier1,Retailer10,109.0,2200.0
4,Supplier1,Retailer5,110.0,2500.0
5,Supplier1,Retailer2,110.0,530.0
5,Supplier2,Retailer5,109.0,1900.0
2,Supplier2,Retailer2,107.0,2200.0
2,Supplier2,Retailer5,111.0,1800.0
2,Supplier1,Retailer6,111.0,2400.0
2,Supplier2,Retailer6,110.0,1800.0
2,Supplier2,Retailer7,110.0,2000.0
2,Supplier3,Retailer8,110.0,1700.0
2,Supplier1,Retailer9,111.5,1250.0
2,Supplier3,Retailer9,110.0,1200.0
2,Supplier3,Retailer10,110.0,1500.0
3,Supplier3,Retailer1,112.0,1700.0
3,Supplier3,Retailer3,111.0,2500.0
3,Supplier2,Retailer4,115.0,1700.0
3,Supplier1,Retailer10,112.0,1300.0
4,Supplier3,Retailer4,112.0,855.0
4,Supplier1,Retailer8,110.0,1700.0
5,Supplier1,Retailer2,108.0,855.0
7,Supplier1,Retailer1,111.0,1678.0
1,Supplier3,Retailer10,113.0,2500.0
2,Supplier2,Retailer3,110.0,1800.0
2,Supplier1,Retailer4,114.0,1800.0
2,Supplier2,Retailer4,112.0,1600.0
2,Supplier1,Retailer5,110.0,1600.0
2,Supplier1,Retailer6,110.0,2000.0
2,Supplier2,Retailer6,107.0,2200.0
2,Supplier2,Retailer10,112.0,2200.0
3,Supplier1,Retailer2,110.0,1000.0
3,Supplier1,Retailer3,110.0,1800.0
3,Supplier3,Retailer4,114.0,1800.0
3,Supplier1,Retailer7,110.0,1300.0
3,Supplier2,Retailer8,110.0,1700.0
4,Supplier3,Retailer8,109.0,1600.0
5,Supplier3,Retailer7,109.0,1700.0
6,Supplier3,Retailer3,110.0,1670.0
1,Supplier2,Retailer9,111.0,1100.0
2,Supplier2,Retailer2,111.0,1800.0
2,Supplier3,Retailer3,112.0,1700.0
2,Supplier3,Retailer4,112.0,2000.0
2,Supplier2,Retailer7,110.0,1600.0
2,Supplier2,Retailer8,112.0,2000.0
2,Supplier3,Retailer8,112.0,2000.0
2,Supplier1,Retailer9,111.0,1800.0
2,Supplier3,Retailer9,111.0,1500.0
2,Supplier1,Retailer10,109.5,2000.0
2,Supplier3,Retailer10,110.0,2000.0
3,Supplier3,Retailer2,112.0,300.0
4,Supplier1,Retailer7,110.0,1300.0
4,Supplier2,Retailer10,109.0,1055.0
6,Supplier2,Retailer4,113.0,1754.0
6,Supplier1,Retailer8,113.0,2500.0
8,Supplier1,Retailer2,112.0,1338.0
2,Supplier1,Retailer1,107.0,1600.0
2,Supplier1,Retailer3,111.0,1800.0
2,Supplier2,Retailer3,106.0,2500.0
2,Supplier3,Retailer3,110.0,2500.0
2,Supplier2,Retailer4,110.0,1200.0
2,Supplier3,Retailer6,110.0,1200.0
2,Supplier2,Retailer7,110.0,1300.0
2,Supplier3,Retailer7,110.0,1500.0
2,Supplier3,Retailer8,110.0,2500.0
2,Supplier3,Retailer9,110.0,1800.0
2,Supplier1,Retailer10,108.0,1400.0
3,Supplier2,Retailer2,110.0,1950.0
3,Supplier2,Retailer8,105.0,2500.0
3,Supplier2,Retailer9,110.0,50.0
4,Supplier1,Retailer4,112.0,1500.0
4,Supplier1,Retailer7,110.0,1300.0
4,Supplier1,Retailer9,112.0,1665.0
2,Supplier1,Retailer1,112.0,1800.0
2,Supplier3,Retailer1,112.0,1800.0
2,Supplier3,Retailer2,112.0,1200.0
2,Supplier1,Retailer4,110.0,1000.0
2,Supplier2,Retailer5,110.0,1200.0
2,Supplier1,Retailer6,112.0,2000.0
3,Supplier2,Retailer1,112.0,1800.0
3,Supplier2,Retailer4,110.0,1000.0
3,Supplier2,Retailer7,112.5,2200.0
3,Supplier2,Retailer10,111.0,1200.0
4,Supplier2,Retailer3,110.0,1800.0
4,Supplier1,Retailer5,110.0,2000.0
4,Supplier1,Retailer8,111.0,1200.0
4,Supplier3,Retailer8,112.0,120.0
4,Supplier3,Retailer10,113.0,1500.0
5,Supplier1,Retailer3,110.0,1265.0
5,Supplier2,Retailer8,112.0,120.0
6,Supplier2,Retailer6,113.0,71.0
8,Supplier3,Retailer4,112.0,1000.0
9,Supplier3,Retailer5,112.0,1600.0
9,Supplier3,Retailer7,113.0,1510.0
2,Supplier2,Retailer1,110.0,1600.0
2,Supplier2,Retailer2,110.0,1500.0
2,Supplier3,Retailer2,110.0,2000.0
2,Supplier1,Retailer3,110.0,2800.0
2,Supplier3,Retailer3,109.0,2800.0
2,Supplier1,Retailer5,113.0,1400.0
2,Supplier2,Retailer5,113.0,1400.0
2,Supplier2,Retailer6,113.0,1400.0
2,Supplier3,Retailer6,113.0,1400.0
2,Supplier1,Retailer7,112.0,1200.0
2,Supplier3,Retailer7,112.0,1200.0
2,Supplier2,Retailer8,110.0,3000.0
2,Supplier2,Retailer9,110.0,600.0
2,Supplier3,Retailer10,112.0,2000.0
3,Supplier3,Retailer1,110.0,100.0
3,Supplier1,Retailer2,110.0,2000.0
3,Supplier1,Retailer4,112.0,1300.0
3,Supplier1,Retailer6,113.0,800.0
1,Supplier2,Retailer2,112.0,1800.0
2,Supplier3,Retailer1,110.0,2400.0
2,Supplier3,Retailer2,112.0,2000.0
2,Supplier3,Retailer3,111.0,1700.0
2,Supplier2,Retailer5,113.0,1700.0
2,Supplier2,Retailer6,113.0,1800.0
2,Supplier1,Retailer9,112.0,2000.0
2,Supplier3,Retailer9,112.0,2000.0
2,Supplier2,Retailer10,112.0,1800.0
2,Supplier3,Retailer10,111.0,1400.0
3,Supplier1,Retailer1,112.0,1800.0
3,Supplier1,Retailer2,113.0,2000.0
3,Supplier1,Retailer5,113.0,2000.0
3,Supplier1,Retailer6,114.0,1700.0
3,Supplier2,Retailer7,110.0,1300.0
4,Supplier2,Retailer3,112.0,1130.0
1,Supplier3,Retailer2,106.0,1500.0
1,Supplier2,Retailer4,110.0,2500.0
1,Supplier3,Retailer10,110.0,2000.0
2,Supplier2,Retailer1,110.0,1200.0
2,Supplier1,Retailer2,106.0,1500.0
2,Supplier2,Retailer2,106.0,1200.0
2,Supplier1,Retailer3,111.0,1500.0
2,Supplier2,Retailer3,111.0,1500.0
2,Supplier3,Retailer4,110.0,2000.0
2,Supplier2,Retailer5,111.0,3225.0
2,Supplier3,Retailer6,109.0,900.0
2,Supplier1,Retailer7,112.0,2000.0
3,Supplier1,Retailer5,110.0,3000.0
3,Supplier3,Retailer7,112.0,2000.0
3,Supplier1,Retailer10,112.0,1000.0
4,Supplier3,Retailer5,110.0,1211.0
4,Supplier1,Retailer8,113.0,475.0
